07-6840 445719000150911Facture 07-6840 LEROY ETIENNE                                                00000000000000382.68                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6840 LEROY ETIENNE                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8007                          150911 07;ESTELLE                                                                                                       07-6840                       
07-6841 411540560150911Facture 07-6841 DELARUE CHRISTOPHE                            00000000000002857.89                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6841 DELARUE CHRISTOPHE                            1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8008                          150911 07;ESTELLE                                                                                                       07-6841                       
07-6841 709000001150911Facture 07-6841 DELARUE CHRISTOPHE                            00000000000000203.90                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6841 DELARUE CHRISTOPHE                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8008                          150911 07;ESTELLE                                                                                                       07-6841                       
07-6841 704513000150911Facture 07-6841 DELARUE CHRISTOPHE                                                00000000000002678.89                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6841 DELARUE CHRISTOPHE                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8008                          150911 07;ESTELLE                                                                                                       07-6841                       
07-6841 704500000150911Facture 07-6841 DELARUE CHRISTOPHE                                                00000000000000218.51                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6841 DELARUE CHRISTOPHE                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8008                          150911 07;ESTELLE                                                                                                       07-6841                       
07-6841 704514000150911Facture 07-6841 DELARUE CHRISTOPHE                                                00000000000000015.40                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6841 DELARUE CHRISTOPHE                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8008                          150911 07;ESTELLE                                                                                                       07-6841                       
07-6841 445715000150911Facture 07-6841 DELARUE CHRISTOPHE                                                00000000000000148.99                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6841 DELARUE CHRISTOPHE                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8008                          150911 07;ESTELLE                                                                                                       07-6841                       
07-6842 411507010150911Facture 07-6842 QUENTINS ANTOINE                               00000000000001842.15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6842 QUENTINS ANTOINE                               1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8009                          150911 07;ESTELLE                                                                                                       07-6842                       
07-6842 704513000150911Facture 07-6842 QUENTINS ANTOINE                                                   00000000000001568.53                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6842 QUENTINS ANTOINE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8009                          150911 07;ESTELLE                                                                                                       07-6842                       
07-6842 704500000150911Facture 07-6842 QUENTINS ANTOINE                                                   00000000000000123.58                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6842 QUENTINS ANTOINE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8009                          150911 07;ESTELLE                                                                                                       07-6842                       
07-6842 704512000150911Facture 07-6842 QUENTINS ANTOINE                                                   00000000000000054.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6842 QUENTINS ANTOINE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8009                          150911 07;ESTELLE                                                                                                       07-6842                       
07-6842 445715000150911Facture 07-6842 QUENTINS ANTOINE                                                   00000000000000096.04                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6842 QUENTINS ANTOINE                               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8009                          150911 07;ESTELLE                                                                                                       07-6842                       
07-6843 411012810150911Facture 07-6843 CINEMA NEXT MOVIE                                 00000000000004422.19                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6843 CINEMA NEXT MOVIE                                 1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8010                          150911 07;ESTELLE                                                                                                       07-6843                       
07-6843 704013000150911Facture 07-6843 CINEMA NEXT MOVIE                                                     00000000000003463.84                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6843 CINEMA NEXT MOVIE                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8010                          150911 07;ESTELLE                                                                                                       07-6843                       
07-6843 704012000150911Facture 07-6843 CINEMA NEXT MOVIE                                                     00000000000000039.45                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6843 CINEMA NEXT MOVIE                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8010                          150911 07;ESTELLE                                                                                                       07-6843                       
07-6843 704000000150911Facture 07-6843 CINEMA NEXT MOVIE                                                     00000000000000194.19                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6843 CINEMA NEXT MOVIE                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8010                          150911 07;ESTELLE                                                                                                       07-6843                       
07-6843 445719000150911Facture 07-6843 CINEMA NEXT MOVIE                                                     00000000000000724.71                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6843 CINEMA NEXT MOVIE                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8010                          150911 07;ESTELLE                                                                                                       07-6843                       
07-6844 411574160150911Facture 07-6844 CHIRAC JOEL                                 00000000000001118.75                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6844 CHIRAC JOEL                                 1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8011                          150911 07;ESTELLE                                                                                                       07-6844                       
07-6844 704515000150911Facture 07-6844 CHIRAC JOEL                                                     00000000000000699.90                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6844 CHIRAC JOEL                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8011                          150911 07;ESTELLE                                                                                                       07-6844                       
07-6844 704513000150911Facture 07-6844 CHIRAC JOEL                                                     00000000000000325.50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6844 CHIRAC JOEL                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8011                          150911 07;ESTELLE                                                                                                       07-6844                       
07-6844 704500000150911Facture 07-6844 CHIRAC JOEL                                                     00000000000000035.03                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6844 CHIRAC JOEL                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8011                          150911 07;ESTELLE                                                                                                       07-6844                       
07-6844 445715000150911Facture 07-6844 CHIRAC JOEL                                                     00000000000000058.32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6844 CHIRAC JOEL                                 0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8011                          150911 07;ESTELLE                                                                                                       07-6844                       
07-6845 411020980150911Facture 07-6845 CNAME Alsace                            00000000000003904.89                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6845 CNAME Alsace                            1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8012                          150911 07;ESTELLE                                                                                                       07-6845                       
07-6845 704015000150911Facture 07-6845 CNAME Alsace                                                00000000000003264.96                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6845 CNAME Alsace                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8012                          150911 07;ESTELLE                                                                                                       07-6845                       
07-6845 445719000150911Facture 07-6845 CNAME Alsace                                                00000000000000639.93                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6845 CNAME Alsace                            0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8012                          150911 07;ESTELLE                                                                                                       07-6845                       
07-6846 411011790150911Facture 07-6846 CREDIT COOPERATIF               00000000000005992.90                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6846 CREDIT COOPERATIF               1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8013                          150911 07;ESTELLE                                                                                                       07-6846                       
07-6846 709401300150911Facture 07-6846 CREDIT COOPERATIF               00000000000000102.26                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6846 CREDIT COOPERATIF               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8013                          150911 07;ESTELLE                                                                                                       07-6846                       
07-6846 704013000150911Facture 07-6846 CREDIT COOPERATIF                                   00000000000005113.05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6846 CREDIT COOPERATIF               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8013                          150911 07;ESTELLE                                                                                                       07-6846                       
07-6846 445719000150911Facture 07-6846 CREDIT COOPERATIF                                   00000000000000982.11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6846 CREDIT COOPERATIF               0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8013                          150911 07;ESTELLE                                                                                                       07-6846                       
07-6847 411061120150911Facture 07-6847 PSA STRASBOURG                             00000000000002376.15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6847 PSA STRASBOURG                             1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8014                          150911 07;ESTELLE                                                                                                       07-6847                       
07-6847 704013000150911Facture 07-6847 PSA STRASBOURG                                                 00000000000001986.75                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6847 PSA STRASBOURG                             0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8014                          150911 07;ESTELLE                                                                                                       07-6847                       
07-6847 445719000150911Facture 07-6847 PSA STRASBOURG                                                 00000000000000389.40                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6847 PSA STRASBOURG                             0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8014                          150911 07;ESTELLE                                                                                                       07-6847                       
07-6848 411564150150911Facture 07-6848 LOCANEXT                                    00000000000001000.09                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6848 LOCANEXT                                    1                  1                               BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8015                          150911 07;ESTELLE                                                                                                       07-6848                       
07-6848 709451400150911Facture 07-6848 LOCANEXT                                    00000000000000340.03                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        E       1                   Facture 07-6848 LOCANEXT                                    0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8015                          150911 07;ESTELLE                                                                                                       07-6848                       
07-6848 704514000150911Facture 07-6848 LOCANEXT                                                        00000000000001287.98                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6848 LOCANEXT                                    0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8015                          150911 07;ESTELLE                                                                                                       07-6848                       
07-6848 445715000150911Facture 07-6848 LOCANEXT                                                        00000000000000052.14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    E       1                   Facture 07-6848 LOCANEXT                                    0                                                  BTGEVO                                                      KLEINMAN                                                    FACCLI                                                      8015                          150911 07;ESTELLE                                                                                                       07-6848                       
